"Hash","string"
"8068e95","It's time to fight the best of the best!
UlforceVeedramon, also known as Veevee!"
"50689dc","You're not ready yet?! Whoa!
A Tamer should always be ready to fight!"
"6068b4f","That was pretty cool, what I just said!
I can't believe I said that!"
"b06936e","Okay, then! Start fighting!"
"a40e331c","That's enough!"
"a70e37d5","Way to go, dear apprentice...
You defeated Veevee! Of all Digimon!"
"a60e3662","Hey!"
"a10e2e43","Excellent! Off the hook!"
"a00e2cd0","Hahahaha!
I can finally tell you the truth!"
"a30e31a9","Yeah, it all started when I intercepted Mirei's rescue
signal..."
"a20e3036","After crossing the stormy digital seas, Veevee and I arrived
here... That's when it happened."
"ad0e4167","Just when I thought we had passed the digital border...
We somehow got caught on something..."
"ac0e3ff4","The border closed off on us...
We got caught up in some complex digital thing..."
"9f0bec86","To make a long story short, we got stuck.
And now we can't leave."
"a00bee79","But don't tell Mirei that! I'm too embarrassed!
And I haven't been able to reach Mirei, either!"
"9d0be9a0","That's when I found you!"
"9e0beb13","According to Veevee, if we take a really big hit, something
will come loose."
"a30bf332","That's how we came up with the idea of building you up to
knock Veevee really hard. Yeah, I'm a genius, I know."
"a40bf4a5","So when you succeeded so well before, we knew you could
rescue us. And you did!"
"a10befec","But you ended up getting built up by a top-grade, pretty
little Tamer like me, so it's not all bad, right?"
"a20bf15f","I see..."
"a70bf97e","No way! Mirei?!"
"a80bfad1","Heehee! I guess I should thank you for the help, Rina."
"39090dbd","Um... How long have you been wise to us?"
"38090bca","For a little while now, I guess.
Been too busy to come say hello, though. Sorry about that!"
"37090a57","Darn... I thought I was getting away with it."
"360908e4","That was a pretty good idea, to use {0} to 
help you escape... Very impressive indeed."
"35090771","What's this?"
"3409059e","Sorry if that was a little abrupt. I wanted to get you all
outside for a bit."
"3309042b","What? Really?!"
"320902b8","Hey, apprentice! Now's your chance! Take this!"
"310900c5","I'll be back!"
"3008ff52","So sorry about that. Oh well, she... could be called an
acquaintance of mine, I suppose."
"3306c5b4","She'll be back in this Digital World, though. I don't think
she'd want to leave a beloved apprentice all alone, right?"
"3406c727","You received Indicaesquetrine from Rina."
"3506c89a","追加劇情
「超一流完美美少女馴獸師來也！」過關！"
"6196bbb4","Hey, {0}! My dear apprentice!
How cool is it that we get to meet again?"
"6496c00d","Not that cool?
I'm so sorry! But you really helped us out!"
"6396be9a","We might have been stuck there forever!"
"5e96b6fb","So, give us a chance to explore this world a little.
We're counting on you!"
"5d96b508","We might be able to help you out a little.
When that time comes, count on us!"
"bbcc661f","Hey, there! How goes it, apprentice?"
"bccc67f2","Thanks, and, uh, yeah, it's all good.
Rina is looking out for you."
"bdcc6965","Hey, Mameo! You should go up against Veevee next time."
"b6cc5e60","Whoa! Don't be so rude, Rina!"
"b6cc5e65","是究極V龍獸啊，那我就接受挑戰吧！
…只不過，可以再給我一點時間嗎？"
"b7cc5fd3","What did Mirei call it? Her Devil-Angel-Lady-Woman?
Where did that go?"
"b8cc6146","Rina... I would knock it off with that name..."
"b8cc6143","…混沌神魔獸。
不好意思，剛好與你擦身而過，已經不在這裡了"
"b9cc6339","Yeah, okay. This world is a little like the world I used to
be in..."
"c2cc7104","I haven't seen them in a while. I wonder how everyone's
doing."
"c3cc72f7","Hey, there! Prosperity in town has reached the max?
Take this, then!"
"c0ceac95","You got Indicaesquetrine!"
"bfceab22","Thank you for letting me meet so many Digimon!"
"b96d9ee5","……？
你…是誰…？"
"b66d9a2c","我是{0}喲
看見你的數碼訊息所以趕來了，但…？
不是什麼有名氣的人就是了"
"b76d9b9f","{0}…？
唔嗯…"
"b46d96c6","數碼訊息…？
我發出了…那種東西？"
"b56d98b9","沒有…名氣獸…？
好長的名字…"
"b26d93e0","…那個…叫什麼去了…
啊、對了…！"
"b36d9553","……？"
"c06da9ea","嘿，可以聽聽…我的請求嗎？"
"c16dab5d","有恐怖的數碼寶貝…在…
大…平原…？　有樹的地方…"
"be6fe57b","你很…強嗎…？
請把那個數碼寶貝…趕走…"
"bd6fe388","等待著…　拜託…"
"fa3c2f8","還沒…？"
"12a3c7b1","等待著…
快一點…　拜託"
"e354a513","嗯…　什麼啊 ,是人類？
找我有什麼事嗎？"
"e454a686","要不要…換個地方啊
為什麼會在這裡呢？
緬因貓獸很害怕…"
"e554a879","喂喂，也太突然了吧，
我有做了什麼嗎"
"e654a9ec","為什麼…
好像也沒什麼特別的理由…"
"e754ab5f","緬因貓…？
是什麼啊？"
"e854ad32","啊…！
你該不會…"
"e954aea5","是那傢伙…那個小不點的夥伴！？
嗚～那就不可原諒了！"
"d7003146","嗚、等等、給我等一下"
"d6002fd3","假如你…真是那傢伙的夥伴就告訴我吧
那傢伙到底是什麼東西"
"d5002e60","那傢伙說他迷了路，餓著肚子，
所以才想說幫幫他"
"dc003965","一起行動之後，突然頭變得很痛…然後…
失去意識一段時間後就不見了…"
"db0037f2","我收集的食材就這麼消失了！
雖然大意了的我也有錯…"
"da00361f","你該不會也被他騙了吧？
臉看起來滿正直的"
"d90034ac","嗯…啊呀呀
我要回我窩裡去了…　拜啦，小心呀"
"2f8f66c9","嗚啊…
回來了…"
"2c8f6270","那個數碼寶貝…不在了？"
"2d8f63e3","已經沒事囉
聽到了不太好的事…
犯人…就是你！"
"328f6b82","謝謝…"
"338f6d75","的事……？　"
"308f68bc","犯人…？"
"318f6a2f","那個…呃…其實…
我什麼…都…想不起來…"
"368f71ce","這裡在誰？　我是哪裡…？
你…知道嗎…？"
"378f73a1","……！"
"b49276df","……！"
"b392756c","啊，可以…　看見…"
"b6927a25","綠…土…"
"b59278b2","…瀑布……？"
"b0927093","柵欄…？"
"af926f20","長長的……橋…？"
"b29273f9","這個…地方…？
知道嗎…？"
"b1927206","嘿…！　快找找…！
一定有什麼…！"
"afe14dfc","綠…土…
…瀑布……？"
"b2e152b5","柵欄…？
長長的……橋…？"
"b1e150c2","嘿…！　快找找…！
一定有什麼…！"
"72c66317","（好像有什麼掉在那）"
"73c6648a","（好像是書寫到中途的紙片，
　是誰的日記嗎…？）"
"74c6667d","「看來跑到別的世界來的樣子，
　回到……的方法……不趕快不行…」"
"6dc65b78","「還有力氣，
　在他們……到來之前…」"
"6ec65ceb","（該不會是緬因貓獸自己身上的…？
　感覺可以成為線索呢）"
"6fc65e5e","就是這裡吧。還有少許殘留的資訊波，
恐怕這裡曾有過一場戰鬥…"
"70c66031","應該是被…幹掉了吧，
沒有時間了，快追吧"
"69c654cc","等等，在那裡的是…"
"6ac656bf","人類！？
這個世界怎麼會有人類在…！"
"77c8a9ad","不好意思，稍微有些話想找你談談…"
"76c8a83a","嗯，那個…手上拿著的是…？"
"75c8a647","那有可能是我們在找的東西，
可以交給我們嗎"
"74c8a4d4","……"
"73c8a361","隊長，大意觸碰那東西的話…！"
"72c8a18e","糟糕、碰到了…！"
"71c8a01b","……！？"
"70c89ea8","交、給我……交給我、快交給我！！"
"6fc89d35","來不及了嗎！
你快點交出來吧"
"6ec89b42","不行，沒有抵抗結界的話不行！
這樣的話…"
"ddcb88f6","什、什麼…？　好強…！
但沒時間了…"
"decb8a69","咕…嗚…啊…"
"dbcb8590","先撤退吧，快，
回去後報告上級"
"dccb8703","（是怎麼一回事呢…？
　回去之後跟緬因貓獸說一下吧）"
"f5596f2a","果然回來啦，
剛剛讓你逃掉了，這次一定會…"
"f4596db7","雖然跟你無怨無仇，但那張紙片
還是要請你交過來"
"49cdd89d","啊…有…線索了！？"
"46cdd3c4","（{0}說明了目前為止發生的事）"
"47cdd5b7","欸…別的世界…？"
"44cdd0fe","…說不定正在找的…
是我也說不定…？"
"45cdd251","嗯…嗯～　唔嗯…"
"42cdcd98","啊…　人…類…？
我………的…"
"43cdcf0b","……！？"
"40cdcab2","在這裡！"
"41cdcc25","待在那裡別動！"
"2ecfecf3","已經張開抵抗結界了，你的力量
對我們無效了"
"2dcfeb00","快跟我們走吧"
"30cfefd9","你們，是誰…？　要對我……"
"2fcfee66","嗚…！！"
"32cff33f","！"
"31cff14c","啊…啊…"
"34cff605","怎麼了！？"
"33cff492","…？　喂，別動…"
"36cff96b","！？　嗚哇！"
"35cff7f8","………"
"bcc87db8","怎、怎麼會…竟然把我們……"
"bdc87f2b","一擊…就……嗚……咕…"
"bec8809e","………"
"bfc88271","！！"
"c0c883e4","…咕…咕嚕嚕………"
"c1c88557","嚕…？"
"c2c886ca","啊……
這裡…是？"
"c3c888bd","你是…人類……"
"b4c870c0","記憶恢復了嗎？
恢復正常了？
連我的事也忘了嗎？"
"b5c872b3","記憶……"
"c2cac5a1","正常……"
"c1cac3ce","你的事情…？"
"c0cac25b","回想…起來了……！"
"bfcac0e8","對…不起……可是"
"c6cacbed","緬因…是從別的世界來的…"
"c5caca7a","得回去才行……被召喚著…"
"c4cac887","拜拜…謝謝…"
"c3cac714","緬因貓獸留下了某種東西"
"bacab8c9","緬因貓獸留下了某種道具…"
"b9cab756","獲得了『賢貓石』！"
"c0d78e6e","緬因貓獸留下了某種道具，
但道具過多無法拾取…"
"c1d78fc1","追加劇情
「緬因貓獸之謎」過關！"
"2c5fe8f0","………"
"2f5fed49","！！"
"497ada40","喔，你來了啊，
發生了沒有你就無法解決的大事了"
"4c7adf19","那三壞神…　葛葉獸、凱王獸、泰坦獸
似乎因數碼重組計畫的再生效果而復活了"
"4b7adda6","我推測可能是資料的破壞程度太過劇烈…
所以他們直到現在才復生"
"4e7ae27f","也許還有其他因素，
但現在最重要的是盡快找到他們"
"4d7ae08c","如果他們可能再次引起世界的混亂，
那麼我們也必須做出相應的處置"
"507ae545","我和漆黑先去說服看看，
畢竟現在他們已經不會服從我的命令了"
"4f7ae3d2","行不通的話，也許就需要借助你的力量，
放心吧，我不覺得我一個人什麼都辦得到"
"527ae8ab","已經發現其中一個所在地了"
"517ae738","絕對零域裡有非常強烈的反應唷"
"6478c66a","唔…的確感覺到了，
在那裡的我想恐怕是…泰坦獸吧"
"6578c7dd","我現在立刻出發"
"6278c304","其他的反應呢？"
"6378c4f7","還沒有發現"
"6078c03e","是嗎，那{0}，你可以一起去嗎"
"6178c191","津津木…　雖然那傢伙也成長了，
不過說到邀請數碼寶貝的話，果然還是非你不可"
"5e78bcd8","…！！"
"5f78be4b","咦、邀請三壞神…到鎮上！？"
"5c78b9f2","原來如此，我覺得非常好"
"5d78bb65","唔嗯…　也許有些困難，但依照開拓鎮的理念
他們若也能再次成為鎮上的居民那真是再理想不過了"
"de75b4e1","喔─！　沒錯─沒錯─，如果是{0}
不管是三壞神還百壞神都沒在怕的啦─！"
"dd75b30e","嗯…？　說起來…　那傢伙呢…？"
"dc75b19b","咦、誰……？
啊！　鋼鐵悟空獸！？"
"db75b028","這麼說起來…　也許也一起復活了也說不定呢…"
"e275bb2d","好吧，那麼我也姑且一起順便找找吧"
"b33637ad","能請你滾開嗎，雖然不知道你是誰，但妨礙到我就殺了你"
"b03632d4","等一下、泰坦獸，我並不想和你戰鬥"
"b1363447","一副很熟稔的樣子的人類，你有什麼企圖"
"ae362f8e","！　是我、我是凶碼啊，你不記得了嗎"
"af363161","凶碼…　這個泰坦獸看來失去以前的記憶了"
"ac362ca8","會發生這種事嗎？
如果完全沒有記憶的話，我們不就無計可施了…"
"ad362e1b","也許是記憶體還沒完全回復，
現在怎麼辦，先回去嗎"
"aa362942","嘖、又出現另一個人類？到底想做什麼…"
"ab362b35","嗯…！？　我的斬神刀在騷動著…？
這傢伙…到底是何方神聖"
"18391503","{0}、這裡交給我、好嗎"
"17391390","泰坦獸，你聽我說，
你曾經被這個{0}給打倒過"
"1a391869","但像現在這樣復活，也都是多虧了{0}"
"193916f6","說起來你會和{0}戰鬥，
全都是因為我的錯…我必須要向你道歉"
"1c391b4f","所以可以請你不要擾亂
這個好不容易變得和平的世界嗎"
"1b3919dc","……！？"
"1e391e95","這、這個人類，還以為想要說什麼呢"
"1d391d22","這全都是捏造出來的，泰坦獸大人怎麼可能
被這種人類給打倒呢─"
"203921fb","…和你們說的完全不一樣。
而且這把斬神刀的反應…"
"1f392008","泰坦獸，回想起來吧！
你的那把刀還記得那場戰鬥的事！
你忘了那場在伺服塔臺的激烈戰鬥嗎！？"
"a631a5c8","喂、喂、這下不妙了"
"a731a7bb","嘿、你這傢伙、閉上你的嘴！"
"a831a92e","哼…你們這些雜碎…
為圖謀自己的方便而利用我嗎"
"a931aa81","太礙眼了，別再度出現在我的眼前！"
"aa31ac74","咿、咿～"
"ab31ade7","泰坦獸…！"
"ac31af5a","雖然只有一點，但我稍微想起來了。
凶碼、三壞神的事…"
"ad31b0cd","AR計劃…失敗了嗎"
"9e319950","破壞眾神所在的世界，使其化為地獄…
呵呵、真的非常有趣呢"
"9f319ac3","那時候的我…並不是真正的我。
我不會再度實現這樣的計劃"
"ac33ee31","看來你說得沒錯。雖然你曾是我所追隨的主人，
但現在完全感覺不到那股威壓感"
"ab33ec5e","{0}，反而是讓斬神刀有反應的你，
有著讓我也能理解的力量"
"aa33eaeb","我有兩個條件"
"a933e978","第一、先幫助我回復完整力量。
我需要一個含不祥力量的進化核"
"b033f47d","第二、與完全回復力量後的我戰鬥。
如果能勝過我，就承認你的力量"
"af33f28a","雖然沒辦法說服泰坦獸行動，
但似乎是理解我們的信念了，照他的要求做吧"
"ae33f117","首先是需要道具、進化核…"
"ad33efa4","條件是…含不祥力量的進化核對吧
能進化為強力暗黑系的數碼寶貝的…嗎"
"a433e159","嗯…是米蕾來的連絡。
嗯嗯…下一個數碼寶貝的所在地點嗎"
"a333dfe6","我和漆黑先去調查可疑的地點"
"aa40b6fe","{0}很抱歉，泰坦獸的事就交給你了"
"2d174a2a","給我…含不祥力量的進化核吧"
"2c1748b7","請選擇要交出的進化道具"
"2b1746c4","無持有進化道具"
"2a174551","這似乎不是泰坦獸所要求的…"
"83c5604e","你帶來了嗎，很好"
"82c55edb","哼…！"
"81c55d68","呼、很好…這樣我的力量就回復了，不、甚至更強"
"88c5686d","若你能超越我之力量…我就承認你吧。
雖然很單純，但對復生的數碼寶貝來說，力量是唯一的真理"
"87c566fa","來吧、來場真正的勝負！"
"73c58f31","要再次挑戰嗎，
我不介意，來吧"
"2c52083b","做得好"
"2d5209ae","毫不猶豫就答應了我的要求"
"2e520b01","若只是想打倒我，那時便可以立刻開戰"
"2f520cf4","人類啊，我承認你了。
你是值得信賴的戰士"
"30520e67","你的要求…不、無需多言我也明白，我將前往開拓鎮，
…有能夠安置我巨大身軀之場所吧？"
"31520fda","沒有的話，我會自己做個通風良好的地方也說不定。
哈哈哈！"
"3252114d","泰坦獸加入了城鎮！"
"e7b70aa4","還沒調查的地方只剩這裡了…也就是說…"
"eab70f7d","哎呀───！　你們！？"
"e9b70d8a","終於找到了呢"
"e4b705eb","就、就像你看到的，奴家現在，
只是個單純善良的數碼寶貝在這裡生活著"
"e3b70478","奴家和你們已經沒有任何關係了！
走吧走吧，快回去吧！"
"e6b70931","唔唔…抱歉、先聽完我的話…"
"e5b7075e","我不是來追究你以前的罪行，
倒不如說都是因為我的錯，我和你道歉"
"e0b6ffbf","好、好噁心喔…哼，你變得真坦率，
以前的你還比較有男人味呢，太失望了"
"dfb6fdcc","咦、是…這樣嗎…？"
"e2b4c42e","那是該害羞的地方嗎…
{0}，看來你比較適合說服鋼鐵悟空獸"
"e3b4c581","想不想來鎮上呢？
要不要到鎮上吃好吃的料理啊？
鎮上剛好有個空著的位置喔～"
"e0b4c0c8","認真工作和奴家的個性不合啊～"
"e1b4c2bb","你以為這麼說奴家就會上當嗎！"
"e6b4ca5a","有句話是不工作就沒飯吃唷
工作後的娛樂，聽說就像是重生一樣唷
也有隨心所欲生活著的數碼寶貝唷"
"e7b4cbcd","咦、是嗎？"
"e4b4c774","唔─…嗯，不行，奴家拒絕"
"e5b4c8e7","去一次看看吧！　只要看一下就好！
就算只有在發生事情，你能幫上忙的時候待在鎮上也好
抱歉，果然還是算了"
"dab4b7b6","哼哼…聽起來好像還不壞呢…"
"dbb4b929","好隨便喔～這樣奴家才不要！"
"dcb27c25","這個嘛…如果每天有10萬左右的零用錢、以及備妥零食的話
奴家也是可以考慮一下…"
"dbb27ab2","…這麼得意忘形，下次的數碼重組說不定就要輪到你了…
下次發生是什麼時候呢？"
"dab278df","哎呀！　開、開玩笑的啦！　剛剛的全都是玩笑！"
"dab278da","嗯…　總之不用工作也能活得下去的話…
你可以幫我找個這種感覺的地方嗎？"
"dab278d9","如果有這種設施的話，我也會很樂意去鎮上唷，
啊，我說的可不是期貨交易所，而是有趣的東西唷！"
"dab278d8","知道了嗎？　如果有那種設施再加上…！"
"d9b2776c","嗯…說起來，我聽說開拓鎮好像有遊樂場呢…"
"d8b275f9","以奴家的才能，也許只靠賭博賺錢就能生活了…
一定可以的"
"d7b27406","如果你為我準備好
5千…不、1萬…<icon>LUCK</icon>的話…
怎麼樣、很簡單的條件對吧？"
"d6b27293","嗯…如果只有這樣的話…"
"d5b27120","在此和解那再好不過了呢"
"e4b2889d","嗯、有連絡…米蕾嗎…
你、你說什麼…！？"
"e3b2872a","這…不得了了…
雖然不太好意思，但我必須要馬上趕過去"
"56af6abc","抱歉，這裡就交給你了"
"57af6c2f","哼哼，看那個樣子…應該是凱王獸還是葛葉獸
做了些什麼吧"
"58af6d82","不過和奴家無關
那麼1萬<icon>LUCK</icon>，就拜託你了"
"58af6d87","不過和奴家無關
那麼遊樂設施和1萬<icon>LUCK</icon>，就拜託你了"
"8533edd1","哎呀！　你幫奴家準備好了嗎！
心情都興奮起來了呢～"
"8233e918","雖然以前和你發生過不少事，
但那些都是過去的事了，奴家現在有新的野心"
"8333ea8b","我的目標是、億萬富翁！娛樂王！
來吧，從今天開始將會是奴家新的傳說！"
"8833f2aa","這麼一來，三壞神什麼的奴家根本沒有興趣，
好期待總有一天，能對那些傢伙施捨硬幣呢"
"8933f41d","所以你也要好好努力啊，
下次遊樂場見吧"
"8633ef44","你來了啊！　奴家看看喔…
{20}<icon>LUCK</icon>…？"
"8733f137","不夠啊！
要1萬<icon>LUCK</icon>、快點拿來喔！"
"8733f132","唉呀、怎麼樣了呢？　之前說的那個設施…
快點建出來啊"
"7c33df86","鋼鐵悟空獸加入了城鎮！"
"1e569f92","哼，來了嗎！　再晚一點的話，
這傢伙的命就沒了！"
"1d569e3f","{0}…你來了啊…"
"1c569c4c","來吧，和吾戰鬥！"
"1b569ad9","我和漆黑已經挑戰過了好幾次，
但凱王獸獲得了新力量…"
"1a569966","能吸收對手的力量和技能，然後變得更強…
可能是數碼重組的力量造成了這奇妙的作用"
"195697f3","沒錯…這股力量，就是吾所追求的最強力量！"
"18569600","你們的力量已經全被我奪取來了，
奧米加獸Alter-B也不過是雜魚罷了"
"2756adfd","凱王獸…那股力量的確非常厲害…
但是我已經發現弱點了"
"2656ac0a","你說什麼？"
"1954591c","接下來就由{0}證明給你看…。
你還記得我們最初的約定吧"
"1a545a8f","啊，只要勝過吾，就會遵照你的命令"
"1b545c62","{0}、相信我，照我所說的去做吧"
"1c545dd5","進入戰鬥後大約30秒，完全不要出手，
也不要使用Order和道具…總之先忍耐著"
"155452d0","我會封印數碼寶貝們的MP，
雖然是很痛苦又危險的作戰…　但拜託你了！"
"e6bfed95","你來了嗎…！
拜託你了，我已經無法繼續下去…！"
"e3bfe8dc","不論你來幾次，也不過是增強吾的力量罷了！
來吧，讓吾吸收更多力量吧！"
"a0b3ad81","很好，差不多了…！
多虧了你們能支撐下來"
"9db3a8c8","怎麼了，為什麼不使出攻擊！？
喪失理智了嗎？"
"9eb3aabb","喪失理智？　呵呵，你還是擔心你自己的身體吧，
你不覺得…有點奇怪嗎？"
"a3b3b25a","嗯！？　這個、怎麼了？
力量漸漸流失了…？"
"a4b3b3cd","{0}、現在可以盡全力戰鬥了唷"
"f1946fc4","唔、竟然發生了E x E…
這真是預料之外啊"
"f494749d","這樣可不行，
重新再來過吧…"
"23b1ce1f","嗚、為什麼！？　吾的新力量…"
"24b1cff2","就如同我的預測，你還無法完全掌控那股力量"
"24b1cff0","我注意到了…　你奪取對手力量的能力，必定會在戰鬥一開始
就發揮出來，並非是以你的意志所掌控"
"24b1cff6","那麼如果對手的動作出乎意料「什麼都不做」的話…
會變得如何呢？"
"24b1cff4","應該要吸收的增強力量，轉變為負的力量，
與已經得到的力量互相抵消"
"25b1d165","再加上對手數碼寶貝有2隻，
以至於連你原本的力量都發揮不出來"
"1eb1c660","本來的…力量…！　嗚、吾太過大意了…"
"1fb1c7d3","沒錯，依賴平白而獲的力量，
總有一天將自食其果"
"20b1c946","我也曾經嚐到苦果呢、這種事…"
"21b1cb39","接下來…{0}，拜託你囉"
"2ab1d904","要來鎮上嗎
你只能去鎮上了
你應該去鎮上看看"
"2bb1daf7","這是約定…不對…"
"28b41495","我重新理解到，你才是吾總有一天應該要打倒的對手"
"27b41322","在城鎮的話，隨時都可以向你挑戰，感覺還不賴"
"26b4114f","凱王獸加入了城鎮！"
"b9650ec8","喔喔，來了嗎。
就如同你看到的，祭師獸他…"
"bc651381","不知何時離開這裡了啊"
"bb65122e","我想他的目的地
應該是葛葉獸所在的邏輯炎山"
"be6516e7","祭師獸和葛葉獸之間有什麼淵源嗎？"
"bd651574","他們原本都在沙古牙獸的身邊修行，
同一個師門所出"
"c06519cd","身為師父的沙古牙獸，為了維持與邪惡對抗的力量，
每隔一段時間就必須要進入沉眠"
"bf65185a","聽說某次沙古牙獸沉眠後，
他們兩人就到世界各地進行了嚴苛的修行"
"b26503c3","我和祭師獸相遇時，
已經是他們兩人分開後的事了"
"b1650250","他們之間發生了什麼，詳細狀況我也不清楚。
祭師獸什麼也沒和我說吶！"
"b462c8b2","雖然現在已經沒那麼嚴重，但他就是個老頑固
我還是偶爾會和他發生爭執呢～"
"b562ca25","祭師獸應該已經見到許久不見的葛葉獸，
開始敘舊了吧"
"b262c56c","不過泰坦獸或葛葉獸那樣的數碼寶貝，
經過數碼重組，會發生什麼事我也不清楚"
"b362c6df","{0}，你可以替我去看看情況嗎"
"b062c206","我也通知凶碼了，如果發生了什麼事會去找你會合"
"5687c735","是你啊"
"5387c27c","理想破滅、又因敵人的仁慈而復活，
你找這麼悽慘的我有什麼事"
"5487c3ef","……"
"5187bf16","雖然不太可能，但你該不會是來邀請我加入開拓鎮的吧"
"5287c089","哼，真是有趣的笑話，
這種笑話我可是完全一丁點都沒考慮過"
"4f87bc30","{0}！　抱歉我來晚了"
"5087bda3","…凶碼"
"5d87d23a","葛葉獸，就像你現在看到的
我已經回復原本的理智和{0}他們站在一起了"
"5e87d3ad","你呢？
打算一直在待在這個地方嗎"
"db8ad6cb","我對你們已經沒有興趣了
別來煩我"
"da8ad558","你不打算做些什麼嗎？不過你的力量太過強大了。
如果你能到鎮上的話，我想祭師獸一定也會很開心"
"dd8ada11","…！"
"dc8ad8be","真是煩人"
"df8add77","嗚！"
"de8adb84","下次我可不會失手"
"e18ae05d","力量在逐漸上漲…！"
"e08adeea","一提到祭師獸，便很明顯的看得出動搖…
不過祭師獸到底去了哪裡呢…？"
"d38aca53","你還是沒有變呢"
"d28ac8e0","哼，這麼久不見，第一句話就是這個嗎
你也都沒變啊，祭師獸"
"49833550","不，我改變了喔
…你看看這個"
"4a8336c3","那是…狐狸百合的花…！？"
"4b8338b6","世界回復正常之後，我暗中培養出來的，
為了摘下它，我才會晚到"
"4c833a29","沒錯…這是以前，你交給我的種子"
"4d833b9c","……"
"4e833d0f","和你一起修行時，
不管我怎麼做都贏不了你"
"4f833ee2","就在我因陰陽術修行到了瓶頸而感到焦慮時，
你給了我這個種子"
"50834055","那時的我不懂你想傳達什麼
便將他束之高閣、也不曾栽培過"
"518341c8","直到後來我才理解，這個種子非常脆弱
想栽培它必須得擁有登峰造極的陰陽之心"
"528343bb","沒錯、那個既嚴厲卻又溫柔的你，
為什麼…會犯下禁忌呢？"
"4f857d59","哼…想知道嗎…那麼"
"4e857be6","嗯！？"
"4d857a73","嗚…你尋求的…是這個力量……？"
