"Hash","string"
"16d06eaf","所以我完全不推薦，
這是為了「就算這樣也沒關係」這樣經驗豐富的勇者而設的模式噗尼！"
"17d0701b","現在變為「困難模式」了噗尼。
要怎麼做？"
"17d07018","放棄使用「困難模式」
繼續「困難模式」
「困難模式」是什麼？"
"17d07019","敵人回復為原本的強度了唷，
想挑戰困難的時候隨時都可以來找我噗尼"
"17d0701e","維持「困難模式」對吧，
嗯，加油唷噗尼"
"18d0718c","噗尼尼！？
你正以「超困難模式」遊玩噗尼！"
"18d0718f","以「超困難模式」開始，直到下次繼承資料為止
難易度都將無法更變噗尼"
"18d0718e","順帶一提，在「超困難模式」裡
不但戰鬥中的敵人相當強大"
"18d07189","就連夥伴的能力成長都會被壓制，
非常的困難噗尼！"
"18d07188","但是也有一部分的事件，只能在超困難模式中看到…
不要氣餒努力加油唷噗尼！"
"4f1e416c","Ask me how to use the Dimensional Box!"
"4f1e416d","Ask me how to use the Dimensional Box! Oh, you can also
exchange Unknown Ultimate Digivolution Cores."
"4f1e416e","Your inventory is just so full!"
"501e42de","I'll tell you about the Dimensional Box!"
"501e42dd","This mysterious box next to me is called a Dimensional Box."
"501e42dc","This box is connected to another dimension. You can pull
items from the other dimension,"
"501e42db","or fight against Digimon from the other side!"
"501e42da","You can use <icon>○</icon> to test out all of these
functions, if you want! A menu will appear."
"501e42d9","I'll explain the menu another time."
"511e44b3","Now let me tell you about presents!"
"511e44b0","Sometimes presents will be delivered from another
dimension, they say."
"511e44b1","You can check a list of what's been sent. Selecting and
confirming any of these will send them into your inventory."
"511e44b6","You can't get any of these presents if your inventory is
full, so be careful!"
"511e44b7","Presents are sent with the input of Product Codes."
"521e4624","I'll tell you about <icon>NWP</icon> (Network Points)!"
"521e4627","<icon>NWP</icon> are collected in your Dimensional Box."
"521e4626","You can also get Network Points in Daily Quests and battles.
I'll talk about those later."
"521e4621","<icon>NWP</icon> you've collected can be exchanged for precious
items with Exchange Points."
"521e4620","I'll explain Exchange Points another time. Feel free to ask
about it whenever!"
"4b1e3b21","Listen up, and I'll tell you all about Exchange Points!"
"4b1e3b22","This function lets you exchange collected <icon>NWP</icon> for items!"
"4b1e3b23","The contents of the Exchange Item List can change slightly."
"4b1e3b24","Hmm...the lineup will change in what you humans call ""real
time,"" changing slightly every day."
"4c1e3c92","Lemme tell you about Daily Quests!"
"4c1e3c91","If you connect to the Dimensional Box, DigiMail will come
with Daily Quests!"
"4c1e3c90","Complete the terms detailed in the DigiMail to finish a
quest."
"4c1e3c97","A DigiMail will come announcing your success. Open it to
receive the <icon>NWP</icon>."
"4c1e3c96","The ""daily"" part of Daily Quests has to do with that ""real
time"" stuff."
"4c1e3c95","Don't forget to check these every day! Oh yeah, these quests
have completion deadlines, too."
"4c1e3c94","When you access the Dimensional Box the next day, the
previous day's content will be overwritten, so be careful!"
"4d1e3e07","Next I'll tell you about battles!"
"4d1e3e04","When you select Start Battle, a battle will start using the
data of your registered partner Digimon."
"4d1e3e05","I'll tell you how to register them another time."
"4d1e3e02","You will be matched automatically against opponents with
rankings as close to yours as possible."
"4d1e3e03","Battles are three-on-three and completely automatic, using
data from registered Digimon."
"4d1e3e00","Victory or defeat depends on the six base parameters and
basic nature of your partner Digimon."
"4d1e3e01","Winning earns you <icon>NWP</icon>. Consecutive victories
earn you more Network Points, I'm told!"
"4d1e3e0e","You can only battle once per day. Do your best to get that
<icon>NWP</icon>!"
"4e1e3ff8","I'll tell you about registering Digimon for battles!"
"4e1e3ffb","Register Digimon in Digimon Registration. You can register
three Key Chain Cages."
"4e1e3ffa","Choose a partner Digimon currently with you, and register
one at a time."
"4e1e3ffd","Once set, this partner cannot be registered again until its
Generation changes."
"4e1e3ffc","That's why for now, go ahead and register your current
partner Digimon into two cages."
"4e1e3fff","You can still engage in battle with an enemy cage, after
all. Of course, the empty slot will lose by default!"
"4e1e3ffe","Registered data will stay the same as long as it isn't
reregistered."
"4e1e3ff1","Even if your Digimon Digivolves or dies, the data will stay
the same as it was when you registered it."
"4e1e3ff0","If it gets weaker than it was before, it's best not to
reregister it."
"571e4dc5","So you wanna convert an Unknown Ultimate Digivolution Core!
Please choose what you want to convert it into."
"571e4dc6","A Summaesquetrine! This item lets you Digivolve a Mega
Digimon partner into Omegamon."
"571e4dc7","A Imperapugnine! This item lets you Digivolve a Mega Digimon
partner into Imperialdramon FM."
"571e4dc0","A Lanceaesquetrine! This item lets you Digivolve an Ultimate
Digimon partner into Gallantmon."
"571e4dc1","A Salicelerine! This item lets you Digivolve an Ultimate
Digimon partner into Susanoomon."
"571e4dc2","A Solluxine! This item lets you Digivolve an Ultimate
Digimon partner into ShineGreymon."
"571e4dc3","Oh, you want to quit? That's fine. Best to think these
things through."
"571e4dcc","Now, shall I convert the Unknown Ultimate Digivolution Core
to a Summaesquetrine?"
"571e4dcd","Now, shall I convert the Unknown Ultimate Digivolution Core
to a Imperapugnine?"
"581e4fb7","Now, shall I convert the Unknown Ultimate Digivolution Core
to a Lanceaesquetrine?"
"581e4fb6","Now, shall I convert the Unknown Ultimate Digivolution Core
to a Salicelerine?"
"581e4fb5","Now, shall I convert the Unknown Ultimate Digivolution Core
to a Solluxine?"
"581e4fb4","I changed my mind.
Yes, please convert it."
"581e4fb3","The Unknown Ultimate Digivolution Core was converted to
a Summaesquetrine!"
"581e4fb2","The Unknown Ultimate Digivolution Core was converted to
an Imperapugnine!"
"581e4fb1","The Unknown Ultimate Digivolution Core was converted to
a Lanceaesquetrine!"
"581e4fb0","The Unknown Ultimate Digivolution Core was converted to
a Salicelerine!"
"581e4fbf","The Unknown Ultimate Digivolution Core was converted to
a Solluxine!"
"581e4fbe","Oh dear, it looks like your inventory is full. Free up some
space!"
"de17cb97","I'll tell you what Jijimon taught me about Tamers!"
"de17cb96","Let's start with the basics."
"de17cb95","It's the job of a Tamer to live with partner Digimon and
support them in battles!"
"de17cb94","Your Tamer level will go up as you gain experience from
these battles."
"de17cb93","In other words, if you do what you're supposed to do, your
level will naturally go up."
"de17cb92","You can check on your Tamer level in the Tamer section of
your Digivice!"
"de17cb91","Let's talk about Tamer levels."
"de17cb90","Collect the required amount of Tamer experience to increase
your Tamer level."
"de17cb9f","Every time you raise your Tamer level, you'll receive
Tamer Points (TP)."
"de17cb9e","Use TP to acquire Tamer Skills!"
"dd17ca24","Tamer EXP is needed to raise your Tamer level."
"dd17ca25","I'll teach you how to increase your Tamer EXP!"
"dd17ca26","The first method is battle: the stronger the enemies you
face, the more you'll get."
"dd17ca27","Next is living with your Digimon. You'll get Tamer EXP when
Partner Digimon eat, sleep or go to the bathroom."
"dd17ca20","Lastly, walking is an unexpectedly important method! In the
city or in the field, you get Tamer EXP every time you move!"
"dd17ca21","Now, even if you accrue the necessary amount of Tamer EXP,
you can only level up in the city."
"dd17ca22","Once you'll filled up on EXP, you should probably head back
to the city for a spell."
"dd17ca23","Let me tell you about Tamer Skills!"
"dd17ca2c","You can check and acquire skills in the Tamer section of
your Digivice!"
"dd17ca2d","When you enter Acquire Skills, various skill group trees
will appear on the screen."
"e017cefd","Switch between groups using <icon>L</icon> or <icon>R</icon> to change the
group tree below."
"e017cefc","Skills are displayed in trees. Skills on the right side
require acquisition of the skills to the left first."
"e017ceff","You can get a general understanding of a skill before
acquiring it, so make sure to check it out first!"
"e017cefe","You say you want to redo your skills, do ya?! Well...
too bad, you can't do that yet."
"e017cef9","Still, if the city flourishes you might get your chance
somewhere down the line!"
"e017cef8","What's more, if your Tamer level is maxed up, they say you
can acquire all the skills."
"e017cefb","Instead of being a worrywart and hoarding your TP, maybe
it's best for you to just see what you can do with it!"
"e017cefa","Big news! Datamon is doing research in the lab on resetting
skills!"
"e017cef5","I wonder if you can finally reset your skills?! Go check it
out if you're curious!"
"d517bd45","Oh, is that right? Well, come back and see me anytime!"
"5766d366","Blub."
"5766d367","Blub-blub?"
"634b2539","A human, it's a human!!!"
"634b2538","Time to explain Builders! Woohoo!"
"634b253b","You can upgrade the buildings in the city, but ya need
materials to do it!"
"634b253a","Upgrades require some time to complete. After time passes,
go to the location of the building to complete the process."
"634b253d","Upgrading leads to all kinds of good things, but it won't
increase your Prosperity!"
"634b253c","The Square is a bit special...when the seasons change, the
upgrades will reset!"
"634b253f","It seems that upgrading the Square leads to good things that
last only for that season!"
"7ce94748","I want to make the city even more wonderful!"
"7ce94749","Hooray! The city's gotten bigger!"
"f24cbc03","This is the city of Floatia. ""It's a village,"" you say?
I said it's a city, so it's a city!"
"f24cbc02","This is the grand city of Floatia. Magnificent, isn't it?!"
"e16796f8","Pi-chi-chi! Do you know about Old Cards?"
"e16796f9","They appear sometimes when you pick up materials."
"e16796fa","The cards you get are stored on your partners' bodies, and
automatically transfer to the city storage."
"e16796fb","I wonder what they are... They're just so old, what can they
be good for?"
"e16796fc","Pi-chi-chi! You're gathering Old Cards?"
"e16796fd","I hear there's a Digimon somewhere in the world that can
restore Old Cards to their original state..."
"e16796fe","Myotismon restores Old Cards to DigiCards, and displays them
in the museum. Amazing!"
"2e019396","This city is so safe, sometimes I get the urge to go
traveling, you know?"
"2e019397","The city's gotten so big, sometimes I get lost in it."
"2e019394","Datamon? Oh, you mean that tiny machine Digimon..."
"2e019395","Yeah, I seen 'im in Nigh Plains! Somewhere near the...
old cableway, I think?"
"f715efc7","Good luck out there, {0}! It's not much, but
all of us here got these items for you."
"f715efc6","You got Portable Toilet x 2!"
"f715efc5","You got Band-Aid x 3!"
"f715efc4","You got Recovery Disc x 5!"
"f715efc3","You got MP Disc x 5!"
"f715efc2","You got Regen Disc x 3!"
"f715efc1","You got Digistalk x 10!"
"f715efc0","You can use these items by opening Care Mode with <icon>□</icon>."
"f715efcf","Be sure to check item effect descriptions before using them!"
"f715efce","We'll gather more later, so come back tomorrow!"
"f615ee54","We're gathering items now, so give us a bit more time. Come
back again tomorrow!"
"f213a9b1","啊，生病了嗎！？
不快使用藥品治療…　但是藥品也是很貴重的呢…"
"ea115e62","我們會努力尋找藥品，
如果明天還是生病狀態的話，就來這裡吧！"
"f615ee55","We gathered more items, so here you go!"
"f615ee56","You got a Portable Toilet!"
"f615ee57","You got a Recovery Disc!"
"f615ee50","You got a MP Disc!"
"f615ee51","You got Medicine!"
"f615ee52","You got an Auto-Pilot!"
"f615ee53","You got Medicine x 2!"
"f615ee5c","You got a Regen Disc!"
"f915f32c","You got a Medium Recovery Disc!"
"f915f32f","You got a Medium MP Disc!"
"f915f32e","You got Medium Recovery Disc x 2!"
"f915f329","You got Medium MP Disc x 2!"
"f915f328","You got Regen Disc x 2!"
"f615ee5d","Huh? I can't give you the items I've gathered. Make more
room in your inventory first!"
"f915f32d","You seem a bit sick, are you okay? I gave you some medicine,
so please use it!"
"dd77cdb8","Yo, here for some training? Then you'll want to use this
white machine here."
"dd77cdb9","When you train, power will build up in the training gear."
"dd77cdba","When the power fills up...you can improve that gear!"
"dd77cdbb","But there's no Digimon in the city that can do improvements
yet..."
"dd77cdbc","Usable power is displayed in the growing bar over the panel
when you select Training."
"dd77cdbd","When the bar fills up, you can ask Kabuterimon over there
to improve your training gear."
"1fca932","Oh, {0}! Hold on!"
"12fcc3f5","Thank you for saving us, {0}! Oh, and..."
"1fca933","I'll show you around Floatia and teach you all sorts of
things! Interested?"
"1fca930","Yes, please do!
That's okay, I'll walk around myself."
"1fca931","Eh heh heh, all right, I'll show you around!"
"1fca936","Really? You sure? How independent of you!"
"1fca937","If you have any trouble, me and the other Digimon know a few
things here and there. Try talking to us, anytime!"
"1fca934","The Meat Fields are next to Jijimon's house here!"
"1fca935","Tanemon is in charge of the Meat Fields! I'll let him tell
you all about it!"
"1fca93a","When your partners are hungry, give them some meat you've
picked up!"
"9fcb5f8","When your partners are hungry, give them some meat! Come and
get some more again later!"
"1fca93b","If they eat, well... you-know-what comes out! That's why we
have a bathroom here."
"2fcaaa5","If your partner Digimon asks for a bathroom break, you'd
better hurry on over here!"
"2fcaaa4","Next to that is the Training Hall."
"2fcaaa7","The Training Hall's a very important facility. They'll
explain everything when you go inside."
"2fcaaa6","The Training Hall is a place to train your partner Digimon!"
"2fcaaa1","For now, I'll give you a real rough run-down!"
"2fcaaa0","Touch this white apparatus here to do some training. The
Training Input Panel will pop up!"
"2fcaaa3","Set and confirm whatever gear you want for partner Digimon L
and R! Controls are labeled underneath the panel."
"2fcaaa2","One time takes a single hour, and makes a Digimon tired.
Keep an eye on the <icon>疲労</icon> (Fatigue) gauge!"
"2fcaaad","If they get too fatigued, they could get sick, or their Life
could diminish. If that happens, let them rest on this bed."
"2fcaaac","Talk to Gigimon when its time to rest. When the Sleep sign
appears, let them sleep in Care Mode."
"fffca5ec","The Training Panel setup is a little hard to understand,
but go ahead and give it a shot!"
"fffca5ed","If there's anything you don't get after that, ask Tsunomon
and Motimon about it!"
"fffca5ee","Oh yeah, there's a bathroom in the Training Hall, so use it
when you're in here."
"fffca5ef","Oh wow, you Digivolved through training! Now you won't have
any problems outside the city."
"fffca5e8","You're going out? I think you'd better at least Digivolve to
Rookie first..."
"fffca5e9","A Digimon becomes a Rookie about nine hours after In-
Training II, and can definitely Digivolve into something."
"fffca5ea","I'm going out now.
I'll think it over."
"fffca5eb","Really? You should definitely do some training later, then!"
"fffca5e4","You're gonna stick around a little longer? No pain, no gain!"
"fffca5e5","Hey now! You gotta train at least once!"
"fca75f","All right, here's the last thing to explain."
"fca75e","There ain't anything around here yet, but if you get a bunch
more Digimon to come here...call 'em, or bring 'em..."
"fca75d","they could build facilities and get to work... It all
depends on the effort you put in, {0}!"
"fca75c","This exit takes you out of the city. Outside there are
Digimon that will attack you..."
"fca75b","If you play it right, you could avoid battles entirely.
If things get dicey, head back to the city!"
"fca75a","One more thing. You can open the Digivice menu by
pressing <icon>△</icon>."
"fca759","You can check Tamer and partner info, as well as DigiMails
sent to you there. You can save, too!"
"fca758","Finally...if you have any trouble, the Digimon in the city
know all sorts of things, so ask them!"
"fca757","That's the end of my explanation! Thanks for listening."
"fca756","I'm always in Jijimon's house, so come visit! Come on back
sometime!"
"7c494969","I'll teach you about living around here! What would you like
to know?"
"7b4947f7","I'll tell you about the basics of life here!"
"7b4947f4","Compared to other Digimon, your two partner Digimon hide an
amazing power within them!"
"7b4947f5","But in order to unleash this power, they'll need your help."
"7b4947f2","First, they'll only eat, sleep, and use the bathroom on your
command!"
"7b4947f3","When the meat mark appears, they want to eat. Open Care with
<icon>□</icon>, and give them a food item."
"7b4947f0","When the poop mark appears, they need to use the bathroom.
You can take them to the bathroom, or use a Portable Toilet."
"7b4947f1","When the ZZZ mark appears, they want to sleep. Open Care
with <icon>□</icon>, and let them sleep."
"7b4947fe","If you don't take care of these in a certain amount of time,
it'll cause a Training Failure."
"7b4947ff","Be sure not to miss any of those signs."
"7a494602","Now, about <icon>疲労</icon> (Fatigue) and sickness!"
"7a494601","When the sweat mark appears, fatigue has built up. It's bad
news if the <icon>疲労</icon> gauge is more than half full."
"7a494600","Training and battle are the main causes of fatigue. Look for
a place to rest!"
"7a494607","If they get too fatigued...they can get sick or their Life
could diminish!"
"7a494606","If they get sick, a sickness mark will appear. Give them
medicine, or find a place to heal the sickness."
"7a494605","Digimon lose HP, MP and Life if they're sick. Hurry up and
cure them!"
"7a494604","Injuries and major injuries are kind of like sickness..."
"7a49460b","If battle ends with only a little HP, it may result in an
injury or major injury."
"7a49460a","Injuries can be healed with band-aids, medicine, going to a
place that heals them, or sleep. Major injuries are harder."
"79494491","Let's talk about life and death."
"79494492","Your partner Digimon are born with a set amount of Life."
"79494493","They will lose more Life as time goes on. If they lose all
of it, they'll die..."
"79494494","But your partners are special. If they die, they'll be
reborn immediately!"
"79494495","When reborn, they need to be raised from scratch, but they
inherit a certain amount of skills."
"79494496","The higher their skills when they die, the higher they'll be
when they're reborn."
"80494f94","Let's talk about partner Generations and Digivolution!"
"80494f97","The older your partner gets, the more likely it will
Digivolve to the next Generation."
"80494f96","The Generations are In-Training I, In-Training II, Rookie,
Champion, and Ultimate... and maybe even higher!"
"80494f91","Once a partner has lived a certain length of time, a chance
to Digivolve will present itself."
"80494f90","There are all sorts of conditions necessary to Digivolve.
High skill, Training Failures, Weight, Discipline..."
"80494f93","Each Digivolving Digimon has different requirements. Open up
your Digivice and try looking at your partner's history."
"80494f92","At first, all of the conditions will appear hidden, but they
will slowly become clear over time."
"80494f9d","If a Digimon Digivolves, their Life increases. Of course,
higher Generation Digimon make you stronger in battle."
"80494f9c","Try to Digivolve your partners to higher Generations!"
"7f494e23","Let's talk about Bonds and DigiFriends!"
"7f494e20","You can check Bond and DigiFriend levels by opening your
Digivice."
"7f494e21","Bond is a value that represents how much you relate to your
Digimon."
"7f494e26","The higher it is, the stronger you are in battle."
"7f494e27","DigiFriend is a value representing the camaraderie between
your partners."
"7f494e24","If this value is high, your partners will help each other
out in Battle."
"7f494e25","These values are related to several other factors as well,
such as Digivolution. The higher they are, the better!"
"7f494e2a","They increase through communication, eating, and sleeping,
all of which are explained other places."
"7e494c4e","Let me tell you about <icon>機嫌</icon> (Mood)."
"7e494c4d","<icon>機嫌</icon> is a value showing your partner's Mood,
which is displayed as a gauge."
"7e494c4c","The higher the Mood value, the stronger they are in battle."
"7e494c4b","A lot of things can raise Mood, but sleeping will return it
back to normal the next day."
"7e494c4a","Even if it goes back to normal, there's a bit of variation
in that initial value. Some days are better than others!"
"7e494c49","Well, the higher it is the better, but don't worry about it
too much, okay?!"
"7d494add","Let me tell you about <icon>躾け</icon> (Discipline)."
"7d494ade","<icon>躾け</icon> is a value showing how serious your partner
is, displayed as a gauge."
"7d494adf","This increases or decreases through communication, and even
through eating."
"7d494ad8","<icon>躾け</icon> is only related to Digivolution."
"7d494ad9","Whether they become an upstanding Digimon or a mischievous
Digimon depends on their <icon>躾け</icon> level."
"844955c0","Let me tell you about <icon>呪い</icon> (Curse)."
"844955c3","If you don't answer bathroom requests in time, well... uh...
they'll have a little accident..."
"844955c2","When that happens, <icon>呪い</icon> will increase!"
"844955c5","Why is it called ""Curse,"" you say? Well, if <icon>呪い</icon> increases 16
times, who knows what'll happen..."
"844955c4","At any rate, something nasty is sure to happen... so be
careful!"
"8349546f","Let me tell you about communication!"
"8349546c","Communication is a moment of rapport with your partner
Digimon that occurs unpredictably."
"8349546d","During communication, you can choose to Praise, Scold, or
Ignore your Digimon."
"8349546a","As a result, your partner's Bond, DigiFriend, <icon>機嫌</icon>,
or <icon>躾け</icon> will be altered."
"8349546b","Also, the info needed to Digivolve to the next Generation
will be made clear."
"83495468","The best option to choose depends on the situation, so I
can't give you any advice."
"83495469","Try different options and figure it out yourself!"
"2faf4c4b","I'm a master at training! Go on, ask me anything!"
"2faf4c4a","All finished? Come back again soon!"
"2faf4c49","Digimon need training more than anything else! It helps with
battle strength and Digivolution."
"2faf4c48","You can set your Partner L and R Digimon to use their own
gear, or you can let them rest."
"2faf4c4f","The gear you pick changes the skills raised. What's more,
adjacent gear raises skills a bit more!"
"2faf4c4e","Training increases Fatigue. The <icon>疲労</icon> icon bar shows how
much Fatigue has built up."
"2faf4c4d","If Digimon get too fatigued, they can get sick or lose Life!
How awful!"
"2faf4c4c","Rest will relieve a little Fatigue. Let either partner rest
while training, or let them rest in that bed over there."
"2faf4c43","There are also some training bonuses you can get!"
"2faf4c42","Bonuses increase skills or reduce Fatigue."
"2eaf4ad8","There are plenty of bonus combos to be had, so try them all
out!"
"2eaf4ad9","These are the different kinds of bonuses!"
"2eaf4ada","First, the simple ones: Buddy and Rival."
